,PopRatio,NFkB,Ca_NFAT,LAG3,anti_PD1,FPR1,IL27R,anti_CTLA4,IL6R,IL1B,CTLA4,MAF,LCK_FYN,CD8,IL17R,a_cDC2,LAT_complex,ICOS,MHC_I,ICOS_L,AP1,GRB2,preCTL,STAT4,SHIP,IL6,PD_L1,PLCG,TIM3,PRDM1,CK2,HMGB1,PI3K_AKT,ANXA1,DyingTumor,IL4,Division,FOXO1,IFNg,LRP1,IFNgR,Death,CD4,PKC_teta,LAG3_L,IL1BR,TCR_II,SMAD2_3,STAT3,IL4R,Th2,cDC1,IL2,IL2R,CD80,PP2A,TLR4,Treg,Tbet,IFN1,TIGIT_L,IFN1R,PD1,Th17,a_cDC1,IL12,IL27,Tumor,ChemoT,IL10,Proliferation_Survival,NFIL3,TNFRs_L,cDC2,P2X7R,FOXP3,CTL,pDC,YY1,MHC_II,Th1,GSK3,VAV,SMAD7,TRAFs,moDC,CXCR3,NFAT,CD226,TGFb,SHP,CALR,TCR_I,TIGIT,ATP,STAT1,IL12R,CXCL10,MAPKs,CD4_Act,TIM3_L,IL17,TNFRs,P2Y2R,TGFbR,Perforin,CD28,PTEN,IL10R
72,0.9952102355156159,0.4111999999999995,0.9497589999999977,0.024043000000000002,0.9999999999999969,0.05540000000000003,0.026566000000000003,0.9999999999999969,0.015899000000000007,0.0169,0.0,0.026299000000000003,0.013000000000000001,0.057300000000000025,0.0,0.018599999999999995,0.0,0.9737879999999972,0.0319,0.9999999999999969,0.9737999999999972,0.004833,0.0,0.008099999999999998,0.6130999999999982,0.05140000000000003,0.9084009999999981,0.0,0.4377989999999994,0.026299000000000003,0.45079899999999923,0.8911009999999984,0.3868999999999996,0.8914009999999983,0.8914009999999983,0.0,0.0,0.6130999999999982,0.05140000000000003,0.05320000000000002,0.053999000000000054,0.0001,0.04399900000000002,0.3872999999999996,0.0,0.0039,0.0,0.011099999999999999,0.026516,0.0,0.0,0.03730000000000001,0.0,0.0,0.050100000000000006,0.0,0.051900000000000016,0.0,0.43799899999999936,0.0497,0.9999999999999969,0.191604,0.549200999999999,0.0,0.03730000000000001,0.03290000000000001,0.032500000000000015,0.8987009999999983,0.35384199999999977,0.0172,0.0,0.026233000000000003,0.9999999999999969,0.018599999999999995,0.055500000000000035,0.5866869999999984,0.0,0.020000000000000007,0.9737999999999972,0.0472,0.0,0.6131019999999981,0.3873999999999996,0.41309899999999955,0.0239,0.0314,0.03315500000000001,0.3867999999999996,0.3868999999999996,0.9010009999999983,0.549200999999999,0.8914009999999983,0.0,0.6130869999999982,0.8914009999999983,0.06899900000000005,0.008199999999999997,0.15179700000000002,0.9737889999999972,0.0,0.9999999999999969,0.0,0.0239,0.055500000000000035,0.04359900000000002,0.0,0.0051,0.549200999999999,0.021499999999999995
73,0.9951107144920626,0.4114989999999997,0.9494989999999974,0.0242,0.9999989999999968,0.05530000000000005,0.026799999999999997,0.9999989999999968,0.015199999999999998,0.016999999999999998,0.0,0.0264,0.012520000000000002,0.057600000000000026,0.0,0.018699999999999998,0.0,0.973698999999997,0.032,0.9999989999999968,0.973798999999997,0.005400000000000001,0.0,0.008315999999999999,0.6125999999999981,0.05110000000000002,0.9086229999999982,0.0,0.43848499999999935,0.0264,0.45099799999999934,0.8912999999999983,0.3872989999999997,0.8913999999999983,0.8913999999999983,0.0,0.0,0.6126999999999981,0.05110000000000002,0.05340000000000004,0.054599000000000036,0.0001,0.04379900000000004,0.38749899999999976,0.0,0.0036999999999999993,0.0,0.010698999999999997,0.026799999999999997,0.0,0.0,0.03700000000000003,0.0,0.0,0.050600000000000006,0.0,0.052310000000000044,0.0,0.4385979999999993,0.04980000000000002,0.9999989999999968,0.19802899999999998,0.5490009999999992,0.0,0.03700000000000003,0.033300000000000024,0.03280000000000002,0.8985999999999984,0.349935,0.017550999999999997,0.0,0.0263,0.9999989999999968,0.018699999999999998,0.05530000000000005,0.5861999999999984,0.0,0.019700000000000002,0.973798999999997,0.04760000000000002,0.0,0.6125999999999981,0.38783399999999973,0.41359899999999966,0.024,0.031400000000000004,0.035013000000000016,0.38699899999999976,0.3873989999999997,0.9008999999999984,0.5490009999999992,0.8913999999999983,0.0,0.6125999999999981,0.8913999999999983,0.06939900000000009,0.008499999999999997,0.157407,0.973798999999997,0.0,0.9999989999999968,0.0,0.0241,0.05530000000000005,0.04339900000000004,0.0,0.0057,0.5490009999999992,0.021499999999999988
74,0.995010208309896,0.41149999999999964,0.9493009999999983,0.024199999999999992,1.0000009999999975,0.05520000000000007,0.026900000000000004,1.0000009999999975,0.015299999999999996,0.017400000000000002,0.0,0.026600000000000006,0.0126,0.05780000000000004,0.0,0.018799999999999997,0.0,0.9735009999999978,0.032700000000000014,1.0000009999999975,0.9736009999999978,0.005999999999999999,0.0,0.008699999999999996,0.6124009999999984,0.05070000000000003,0.9087429999999983,0.0,0.4386999999999994,0.026673000000000006,0.4512999999999995,0.8914009999999988,0.3873999999999997,0.8914009999999988,0.8914009999999988,0.0,0.0,0.6125009999999984,0.05070000000000003,0.05330000000000006,0.054900000000000095,0.0001,0.043800000000000054,0.3878999999999997,0.0,0.0036999999999999993,0.0,0.010599999999999998,0.026900000000000004,0.0,0.0,0.03690000000000004,0.0,0.0,0.05100000000000002,0.0,0.05270000000000005,0.0,0.4386999999999994,0.050407000000000014,1.0000009999999975,0.20393599999999998,0.5487009999999992,0.0,0.03690000000000004,0.033600000000000026,0.033000000000000015,0.8984009999999987,0.34593499999999994,0.017700000000000004,0.0,0.026500000000000006,1.0000009999999975,0.018799999999999997,0.05520000000000007,0.5860009999999988,0.0,0.0192,0.9736009999999978,0.04830000000000002,0.0,0.6124009999999984,0.38819999999999966,0.41389999999999966,0.023899999999999994,0.03150000000000001,0.03659500000000002,0.3873279999999997,0.3874999999999997,0.9009009999999985,0.5487009999999992,0.8914009999999988,0.0,0.6125009999999984,0.8914009999999988,0.06980000000000007,0.008899999999999996,0.16290700000000002,0.9736009999999978,0.0,1.0000009999999975,0.0,0.024099999999999993,0.05520000000000007,0.043300000000000054,0.0,0.006300000000000001,0.5487009999999992,0.021499999999999988
75,0.9949117022992711,0.4123359999999997,0.9488359999999987,0.024384,1.000000999999998,0.05510000000000009,0.026999999999999996,1.000000999999998,0.015004,0.0177,0.0,0.026899999999999997,0.012319,0.057900000000000035,0.0,0.0189,0.0,0.9732009999999983,0.03260000000000002,1.000000999999998,0.9735009999999983,0.0065,0.0,0.008948999999999997,0.6124009999999985,0.05010000000000001,0.909261999999999,0.0,0.43928799999999935,0.026940999999999996,0.4515999999999994,0.8914009999999991,0.3872999999999997,0.8914009999999991,0.8914009999999991,0.0,0.0,0.6124009999999985,0.05010000000000001,0.05330000000000009,0.05540000000000007,0.0001,0.04380000000000004,0.3883999999999997,0.0,0.0038,0.0,0.0104,0.026999999999999996,0.0,0.0,0.03670000000000003,0.0,0.0,0.05150000000000006,0.0,0.05280000000000008,0.0,0.43929999999999936,0.05056900000000005,1.000000999999998,0.21003099999999988,0.5484009999999996,0.0,0.03670000000000003,0.03380000000000002,0.03320000000000002,0.898300999999999,0.34162599999999993,0.0181,0.0,0.026799999999999997,1.000000999999998,0.0189,0.05510000000000009,0.5857009999999993,0.0,0.019100000000000002,0.9735009999999983,0.04850000000000004,0.0,0.6125009999999985,0.38859999999999967,0.4142999999999995,0.024,0.030999999999999996,0.03870300000000005,0.38740299999999966,0.38759999999999967,0.9009009999999988,0.5484009999999996,0.8914009999999991,0.0,0.6124109999999985,0.8914009999999991,0.0706000000000001,0.009099999999999997,0.16887199999999994,0.9735009999999983,0.0,1.000000999999998,0.0,0.0241,0.05510000000000009,0.04320000000000004,0.0,0.00674,0.5484009999999996,0.02159999999999999
76,0.9948132060407421,0.41289999999999977,0.9487009999999986,0.0246,1.000000999999998,0.05520000000000007,0.02679999999999999,1.000000999999998,0.015322,0.017499999999999998,0.0,0.02679999999999999,0.012318000000000003,0.05800000000000003,0.0,0.01869999999999999,0.0,0.9733009999999983,0.03290000000000002,1.000000999999998,0.9734009999999983,0.006900000000000001,0.0,0.008764999999999995,0.6121019999999985,0.049300000000000024,0.909580999999999,0.0,0.4394889999999995,0.02679999999999999,0.4517999999999994,0.8914009999999992,0.38769999999999977,0.8914009999999992,0.8914009999999992,0.0,0.0,0.6122009999999984,0.049300000000000024,0.05340000000000008,0.055900000000000054,0.0001,0.04370000000000003,0.38879999999999976,0.0,0.0036999999999999997,0.0,0.010400000000000001,0.02679999999999999,0.0,0.0,0.03690000000000003,0.0,0.0,0.05180000000000005,0.0,0.05289100000000007,0.0,0.4394999999999995,0.050700000000000044,1.000000999999998,0.21574099999999988,0.5482009999999995,0.0,0.03690000000000003,0.03370000000000002,0.03320000000000001,0.8983009999999991,0.337324,0.017999999999999995,0.0,0.02669999999999999,1.000000999999998,0.01869999999999999,0.05520000000000007,0.585500999999999,0.0,0.0188,0.9734009999999983,0.04890000000000004,0.0,0.6122009999999984,0.38889999999999975,0.4144999999999996,0.024200000000000003,0.030499999999999996,0.040905000000000025,0.38779999999999976,0.38779999999999976,0.900600999999999,0.5482009999999995,0.8914009999999992,0.0,0.6122009999999984,0.8914009999999992,0.07050000000000008,0.008899999999999995,0.17542999999999995,0.9734009999999983,0.0,1.000000999999998,0.0,0.024399999999999998,0.05520000000000007,0.04312600000000003,0.0,0.0070490000000000014,0.5482009999999995,0.021599999999999994
77,0.9947147195333429,0.4136009999999998,0.9483019999999986,0.025099999999999997,1.0000019999999978,0.05520000000000005,0.026600000000000006,1.0000019999999978,0.014938,0.0178,0.0,0.026600000000000006,0.012100000000000001,0.05810000000000003,0.0,0.018799999999999994,0.0,0.9734019999999983,0.033200000000000014,1.0000019999999978,0.9734019999999983,0.0072000000000000015,0.0,0.008776999999999997,0.6118009999999985,0.04860000000000002,0.909701999999999,0.0,0.44000099999999964,0.026600000000000006,0.45210099999999964,0.8914019999999993,0.38820099999999974,0.8914019999999993,0.8914019999999993,0.0,0.0,0.6118009999999985,0.04860000000000002,0.053359000000000045,0.05640000000000004,0.0001,0.04360000000000002,0.38930099999999973,0.0,0.004,0.0,0.010399999999999998,0.026600000000000006,0.0,0.0,0.036800000000000034,0.0,0.0,0.051900000000000016,0.0,0.05300000000000005,0.0,0.44000099999999964,0.050997000000000015,1.0000019999999978,0.22154799999999994,0.5479009999999994,0.0,0.036800000000000034,0.03380000000000002,0.03310000000000002,0.8983019999999992,0.3331229999999999,0.018099999999999998,0.0,0.026600000000000006,1.0000019999999978,0.018799999999999994,0.05520000000000005,0.5852009999999989,0.0,0.019100000000000002,0.9734019999999983,0.04920000000000003,0.0,0.6118009999999985,0.38938099999999976,0.4148009999999997,0.0244,0.0295,0.04307200000000001,0.38820099999999974,0.38820099999999974,0.900801999999999,0.5479009999999994,0.8914019999999993,0.0,0.6118009999999985,0.8914019999999993,0.07080000000000004,0.008899999999999996,0.18158299999999997,0.9734019999999983,0.0,1.0000019999999978,0.0,0.0245,0.05520000000000005,0.04302500000000002,0.0,0.007454000000000002,0.5479009999999994,0.0215
78,0.9946172374908276,0.41419899999999965,0.9479989999999983,0.02549999999999999,0.9999989999999974,0.055100000000000024,0.0265,0.9999989999999974,0.015053999999999998,0.018,0.0,0.0265,0.012100000000000003,0.058199000000000015,0.0,0.018699999999999994,0.0,0.973498999999998,0.0335,0.9999989999999974,0.973498999999998,0.007599999999999999,0.0,0.008600000000000002,0.6114999999999986,0.048500000000000015,0.9095989999999985,0.0,0.44019899999999956,0.0265,0.4522989999999996,0.8913999999999987,0.3884989999999998,0.8913999999999987,0.8913999999999987,0.0,0.0,0.6114999999999986,0.048500000000000015,0.053159000000000026,0.056799000000000044,0.0001,0.04350000000000003,0.3898989999999998,0.0,0.0043,0.0,0.010199999999999997,0.0265,0.0,0.0,0.036800000000000006,0.0,0.0,0.05220600000000001,0.0,0.05310000000000003,0.0,0.44019899999999956,0.0513,0.9999989999999974,0.22695999999999997,0.5476999999999994,0.0,0.036800000000000006,0.033800000000000004,0.0333,0.8982999999999987,0.3289169999999998,0.018099999999999998,0.0,0.0265,0.9999989999999974,0.018699999999999994,0.055100000000000024,0.584999999999999,0.0,0.018999999999999996,0.973498999999998,0.049500000000000016,0.0,0.6114999999999986,0.3898989999999998,0.41499899999999984,0.024599999999999997,0.029499999999999995,0.04484100000000003,0.3884989999999998,0.3884989999999998,0.9007999999999985,0.5476999999999994,0.8913999999999987,0.0,0.6114999999999986,0.8913999999999987,0.07073200000000009,0.008628000000000002,0.18726399999999996,0.973498999999998,0.0,0.9999989999999974,0.0,0.024899999999999995,0.055100000000000024,0.04312500000000003,0.0,0.007855999999999998,0.5476999999999994,0.021900000000000006
79,0.9945167811498398,0.41459999999999964,0.9481589999999985,0.025447999999999995,0.9999999999999977,0.055100000000000066,0.026500000000000003,0.9999999999999977,0.015269999999999999,0.017999999999999995,0.0,0.0264,0.012,0.05820000000000003,0.0,0.018499999999999992,0.0,0.9735999999999981,0.033600000000000026,0.9999999999999977,0.9735999999999981,0.0079,0.0,0.008599999999999998,0.6112989999999986,0.04780000000000003,0.9099999999999991,0.0,0.44049999999999967,0.0264,0.4524999999999995,0.8913999999999993,0.3886999999999997,0.8913999999999993,0.8913999999999993,0.0,0.0,0.6112999999999986,0.04780000000000003,0.053100000000000064,0.057589000000000064,0.0001,0.04360000000000005,0.39017999999999975,0.0,0.0042,0.0,0.010299999999999997,0.026423000000000002,0.0,0.0,0.037000000000000026,0.0,0.0,0.052200000000000045,0.0,0.05300000000000006,0.0,0.44059999999999966,0.05150000000000004,0.9999999999999977,0.23227799999999987,0.5474999999999995,0.0,0.037000000000000026,0.03400000000000002,0.033700000000000015,0.8981999999999992,0.3249149999999998,0.017899999999999996,0.0,0.0264,0.9999999999999977,0.018499999999999992,0.055100000000000066,0.584879999999999,0.0,0.018799999999999997,0.9735999999999981,0.050061000000000036,0.0,0.6112999999999986,0.39029999999999976,0.4150999999999998,0.0249,0.028999999999999995,0.04691400000000006,0.3886999999999997,0.3886999999999997,0.9006999999999991,0.5474999999999995,0.8913999999999993,0.0,0.6112809999999986,0.8913999999999993,0.07130000000000007,0.008644999999999998,0.19286399999999995,0.9735999999999981,0.0,0.9999999999999977,0.0,0.025099999999999997,0.055100000000000066,0.04332500000000005,0.0,0.008461999999999997,0.5474999999999995,0.022
80,0.9944173294717226,0.4151919999999996,0.9482989999999979,0.025299999999999996,0.9999989999999968,0.05500000000000004,0.026499999999999992,0.9999989999999968,0.015400000000000004,0.017799999999999996,0.0,0.026399999999999993,0.011800000000000001,0.05840000000000004,0.0,0.018399999999999996,0.0,0.9735989999999975,0.03410000000000002,0.9999989999999968,0.9735989999999975,0.008699999999999998,0.0,0.008899999999999998,0.6110999999999983,0.048200000000000014,0.9096989999999985,0.0,0.4409989999999994,0.026399999999999993,0.45279899999999934,0.8913989999999987,0.3888989999999997,0.8913989999999987,0.8913989999999987,0.0,0.0,0.6110999999999983,0.048200000000000014,0.05300000000000004,0.05867000000000006,0.0001,0.043600000000000035,0.3905989999999997,0.0,0.0038,0.0,0.010299999999999998,0.026399999999999993,0.0,0.0,0.03700000000000002,0.0,0.0,0.05210000000000003,0.0,0.05280000000000004,0.0,0.4410989999999994,0.05190000000000003,0.9999989999999968,0.23707899999999998,0.5471999999999996,0.0,0.03700000000000002,0.03430000000000002,0.03360000000000002,0.8979989999999987,0.32177899999999976,0.017799999999999996,0.0,0.026399999999999993,0.9999989999999968,0.018399999999999996,0.05500000000000004,0.584699999999999,0.0,0.0189,0.9735989999999975,0.04950000000000002,0.0,0.6110999999999983,0.39089899999999966,0.4152989999999996,0.024999999999999998,0.029299999999999993,0.04886800000000005,0.3888989999999997,0.3888989999999997,0.9005989999999985,0.5471999999999996,0.8913989999999987,0.0001,0.6110999999999983,0.8913989999999987,0.0721960000000001,0.008972999999999998,0.197911,0.9736989999999975,0.0,0.9999989999999968,0.0,0.025299999999999996,0.05500000000000004,0.043400000000000036,0.0,0.009199999999999996,0.5471999999999996,0.022399999999999993
81,0.9943168933214429,0.4157989999999998,0.9482989999999978,0.025299999999999993,0.9999989999999964,0.055200000000000055,0.02658599999999999,0.9999989999999964,0.015799999999999998,0.018099999999999998,0.0,0.026399999999999993,0.011600000000000003,0.05850000000000003,0.0,0.018499999999999996,0.0,0.9735989999999973,0.03430000000000002,0.9999989999999964,0.9737989999999973,0.009100000000000002,0.0,0.008599999999999997,0.6108999999999982,0.04790000000000001,0.9098989999999983,0.0,0.4414989999999994,0.026399999999999993,0.4530989999999995,0.8913989999999986,0.38909899999999986,0.8913989999999986,0.8913989999999986,0.0,0.0,0.6108999999999982,0.04790000000000001,0.053300000000000056,0.05937900000000002,0.0001,0.04380000000000001,0.39118299999999984,0.0,0.0037999999999999996,0.0,0.010399999999999998,0.026399999999999993,0.0,0.0,0.037100000000000015,0.0,0.0,0.052400000000000044,0.0,0.053181000000000055,0.0,0.4415909999999994,0.052400000000000044,0.9999989999999964,0.24220999999999998,0.5468999999999996,0.0,0.037100000000000015,0.03450000000000001,0.0336,0.8976989999999986,0.3182689999999999,0.018099999999999998,0.0,0.026399999999999993,0.9999989999999964,0.018499999999999996,0.055200000000000055,0.584499999999999,0.0,0.018699999999999998,0.9737989999999973,0.05010000000000003,0.0,0.6108999999999982,0.39139899999999983,0.41549899999999956,0.024899999999999995,0.0292,0.05075900000000003,0.38909899999999986,0.38909899999999986,0.9003989999999984,0.5468999999999996,0.8913989999999986,0.0002,0.6108999999999982,0.8913989999999986,0.07309700000000008,0.008599999999999997,0.20352,0.9737989999999973,0.0,0.9999989999999964,0.0,0.025199999999999993,0.055200000000000055,0.043600000000000014,0.0,0.009600000000000001,0.5468999999999996,0.022199999999999998
